Price,Area,Rooms,Bathrooms,Floor Level,Year Built,Seller Type,View,Payment Method,Location,Amenities,Price_Numeric,Calculated_Price_Per_Meter
"3,021,000 EGP",53.0,1.0,1 bathroom,4.0,2027.0,Broker,Pool,Installments,Unknown,Basic,3021000.0,57000.0
"4,561,700 EGP",55.0,1.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Unknown,"View, Pool",4561700.0,82940.0
"4,350,000 EGP",100.0,2.0,1 bathroom,3.0,2023.0,Broker,Garden,Cash,Hadayek El Mohandiseen,Basic,4350000.0,43500.0
"36,000,000 EGP",217.0,2.0,3 bathroom,9.0,2028.0,Broker,Sea View,Installments,North Edge Towers,Basic,36000000.0,165898.62
"5,308,160 EGP",64.0,1.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Unknown,"View, Pool",5308160.0,82940.0
"6,156,000 EGP",108.0,2.0,1 bathroom,4.0,2027.0,Broker,Pool,Installments,Kawthar,Basic,6156000.0,57000.0
"5,556,980 EGP",67.0,1.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Unknown,"View, Pool",5556980.0,82940.0
"4,900,000 EGP",98.0,2.0,1 bathroom,4.0,2027.0,Broker,Pool,Installments,Unknown,Basic,4900000.0,50000.0
"15,000,000 EGP",188.0,3.0,2 bathroom,3.0,2025.0,Broker,Garden,Cash,Unknown,Basic,15000000.0,79787.23
"2,400,000 EGP",100.0,2.0,2 bathroom,,2023.0,Broker,Main Street,Cash,Dar Misr,Basic,2400000.0,24000.0
"4,802,000 EGP",98.0,2.0,1 bathroom,3.0,2027.0,Broker,Pool,Installments,Hurghada,Basic,4802000.0,49000.0
"4,561,700 EGP",55.0,1.0,1 bathroom,2.0,2027.0,Broker,Pool,Installments,A Full Service,"View, Pool",4561700.0,82940.0
"4,274,600 EGP",67.0,1.0,1 bathroom,1.0,2026.0,Broker,Pool,Installments,Unknown,"View, Pool",4274600.0,63800.0
"7,107,320 EGP",97.0,2.0,1 bathroom,1.0,2026.0,Broker,Pool,Installments,Unknown,"View, Pool",7107320.0,73271.34
"3,150,000 EGP",135.0,3.0,2 bathroom,9.0,2025.0,Broker,Main Street,Cash,Mohammed Naguib St.,Basic,3150000.0,23333.33
"6,341,720 EGP",85.0,2.0,1 bathroom,1.0,2026.0,Broker,Pool,Installments,Unknown,"View, Pool",6341720.0,74608.47
"4,928,000 EGP",88.0,2.0,1 bathroom,3.0,2027.0,Broker,Main Street,Installments,Unknown,Basic,4928000.0,56000.0
"10,150,000 EGP",203.0,4.0,3 bathroom,3.0,2025.0,Developer,Garden,Cash or Installments,Installments In The,"Finished, Installment",10150000.0,50000.0
"3,945,000 EGP",170.0,3.0,3 bathroom,1.0,2028.0,Broker,Main Street,Cash or Installments,أكتوبر الجديدة,Basic,3945000.0,23205.88
"7,798,180 EGP",89.0,2.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Unknown,"View, Pool",7798180.0,87620.0
"51,000,000 EGP",534.0,7.0,6 bathroom,1.0,2020.0,Broker,Main Street,Cash,Hyde Park –,Park,51000000.0,95505.62
"4,300,000 EGP",167.0,3.0,2 bathroom,3.0,2020.0,Broker,Main Street,Cash,حي الواحة مدينة,Basic,4300000.0,25748.5
"5,550,000 EGP",175.0,3.0,3 bathroom,4.0,2025.0,Developer,Garden,Cash or Installments,كمبوند روك إيدين,Basic,5550000.0,31714.29
"10,472,000 EGP",195.0,4.0,3 bathroom,1.0,2025.0,Developer,Garden,Cash or Installments,كمبوند روك إيدين,Basic,10472000.0,53702.56
"2,915,000 EGP",53.0,1.0,1 bathroom,2.0,2027.0,Broker,Pool,Installments,Kawthar,Basic,2915000.0,55000.0
"4,840,000 EGP",88.0,2.0,1 bathroom,2.0,2027.0,Broker,Main Street,Installments,The Heart Of,Basic,4840000.0,55000.0
"3,500,000 EGP",130.0,3.0,1 bathroom,4.0,2022.0,Broker,Main Street,Cash,الحي السادس عشر,Basic,3500000.0,26923.08
"3,248,000 EGP",58.0,1.0,1 bathroom,3.0,2027.0,Broker,Pool,Installments,Hurghada,Basic,3248000.0,56000.0
"3,880,000 EGP",170.0,3.0,3 bathroom,1.0,2028.0,Broker,Main Street,Cash or Installments,أكتوبر الجديدة,Basic,3880000.0,22823.53
"2,550,000 EGP",51.0,1.0,1 bathroom,1.0,2025.0,Developer,Garden,Cash or Installments,Apartment With Installments,"View, Finished, Installment",2550000.0,50000.0
"7,000,000 EGP",100.0,2.0,2 bathroom,1.0,2023.0,Developer,Other,Cash,Al Marasem,Garden,7000000.0,70000.0
"3,000,000 EGP",145.0,2.0,1 bathroom,4.0,1999.0,Broker,Main Street,Cash,شارع حسني أحمد,Basic,3000000.0,20689.66
"5,382,780 EGP",67.0,1.0,1 bathroom,1.0,2026.0,Broker,Pool,Installments,A Resort,"View, Pool",5382780.0,80340.0
"7,973,420 EGP",91.0,2.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Unknown,"View, Pool",7973420.0,87620.0
"12,400,000 EGP",310.0,4.0,4 bathroom,1.0,1990.0,Broker,Garden,Cash,Mahmoud Qutb St.,Basic,12400000.0,40000.0
"20,000,000 EGP",192.0,4.0,4 bathroom,2.0,2020.0,Broker,Main Street,Cash,Eastown – 192,Basic,20000000.0,104166.67
"850,000 EGP",81.0,2.0,1 bathroom,,2025.0,Developer,Side Street,Cash,Central St.,Basic,850000.0,10493.83
"9,453,000 EGP",137.0,2.0,2 bathroom,3.0,2028.0,Broker,Main Street,Cash or Installments,ريد المستقبل سيتي,Basic,9453000.0,69000.0
"6,659,120 EGP",76.0,1.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Unknown,"View, Pool",6659120.0,87620.0
"6,483,880 EGP",74.0,1.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Unknown,"View, Pool",6483880.0,87620.0
"3,132,000 EGP",58.0,1.0,1 bathroom,1.0,2027.0,Broker,Pool,Installments,The Heart Of,Basic,3132000.0,54000.0
"7,710,560 EGP",88.0,2.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Unknown,"View, Pool",7710560.0,87620.0
"3,190,000 EGP",58.0,1.0,1 bathroom,2.0,2027.0,Broker,Pool,Installments,The Heart Of,Basic,3190000.0,55000.0
"2,915,000 EGP",53.0,1.0,1 bathroom,2.0,2027.0,Broker,Pool,Installments,The Heart Of,Basic,2915000.0,55000.0
"4,752,000 EGP",88.0,1.0,1 bathroom,1.0,2027.0,Broker,Main Street,Installments,Vibrant Kawthar,Basic,4752000.0,54000.0
"3,869,000 EGP",170.0,3.0,3 bathroom,1.0,2028.0,Broker,Main Street,Cash or Installments,أكتوبر الجديدة,Basic,3869000.0,22758.82
"3,810,000 EGP",170.0,3.0,3 bathroom,1.0,2028.0,Broker,Main Street,Cash or Installments,أكتوبر الجديدة,Basic,3810000.0,22411.76
"3,715,000 EGP",170.0,3.0,3 bathroom,1.0,2028.0,Broker,Main Street,Cash or Installments,أكتوبر الجديدة,Basic,3715000.0,21852.94
"2,800,000 EGP",140.0,3.0,2 bathroom,4.0,2022.0,Broker,Side Street,Cash,El Hay El,Basic,2800000.0,20000.0
"2,862,000 EGP",53.0,1.0,1 bathroom,1.0,2027.0,Broker,Pool,Installments,The Heart Of,Basic,2862000.0,54000.0
"4,100,000 EGP",170.0,3.0,3 bathroom,1.0,2028.0,Broker,Main Street,Cash or Installments,أكتوبر الجديدة,Basic,4100000.0,24117.65
"12,500,000 EGP",240.0,3.0,2 bathroom,5.0,2019.0,Broker,Main Street,Cash,Unknown,لوكس,12500000.0,52083.33
"7,200,000 EGP",245.0,3.0,2 bathroom,1.0,2010.0,Broker,Main Street,Cash,El Nozha El,Basic,7200000.0,29387.76
"31,000,000 EGP",232.0,4.0,4 bathroom,4.0,2020.0,Broker,Main Street,Cash,Cairo Festival City,Basic,31000000.0,133620.69
"6,637,320 EGP",93.0,2.0,1 bathroom,1.0,2026.0,Broker,Pool,Installments,One 7 Resort,Basic,6637320.0,71369.03
"5,980,000 EGP",166.0,3.0,3 bathroom,3.0,2025.0,Broker,Side Street,Cash or Installments,النرجس الجديدة التجمع,"فيو, تشطيب",5980000.0,36024.1
"4,500,000 EGP",100.0,2.0,1 bathroom,2.0,2025.0,Broker,Garden,Cash,Unknown,Basic,4500000.0,45000.0
"4,560,000 EGP",190.0,3.0,3 bathroom,3.0,2025.0,Developer,Corner,Installments,الحي الثالث,Basic,4560000.0,24000.0
"7,193,520 EGP",102.0,2.0,1 bathroom,1.0,2026.0,Broker,Pool,Installments,Unknown,"View, Pool",7193520.0,70524.71
"7,350,000 EGP",180.0,3.0,3 bathroom,3.0,2025.0,Developer,Garden,Cash,Mountain View Hyde,View,7350000.0,40833.33
"3,970,000 EGP",170.0,3.0,3 bathroom,1.0,2028.0,Broker,Main Street,Cash or Installments,أكتوبر الجديدة,Basic,3970000.0,23352.94
"6,200,000 EGP",185.0,2.0,3 bathroom,,2023.0,Broker,Main Street,Cash,اللوتس الشماليه بالتجمع,Basic,6200000.0,33513.51
"5,463,120 EGP",68.0,1.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,A Resort 68Sqm,"View, Pool",5463120.0,80340.0
"5,700,000 EGP",270.0,3.0,2 bathroom,,2024.0,Broker,Main Street,Cash,Zayed Heights Compound,Basic,5700000.0,21111.11
"6,000,000 EGP",245.0,3.0,2 bathroom,2.0,2020.0,Broker,Side Street,Cash,المنطقه الثالثه السياحيه,Basic,6000000.0,24489.8
"12,103,260 EGP",141.0,3.0,2 bathroom,1.0,2027.0,Broker,Garden,Installments,Madinaty 141M Wide,"View, Installment",12103260.0,85838.72
"1,400,000 EGP",120.0,3.0,1 bathroom,11.0,2013.0,Broker,Side Street,Cash,Unknown,Basic,1400000.0,11666.67
"500,000 EGP",120.0,3.0,2 bathroom,8.0,2025.0,Broker,Side Street,Cash or Installments,El Eshrein St.,Basic,500000.0,4166.67
"6,500,000 EGP",150.0,3.0,1 bathroom,6.0,2025.0,Broker,Pool,Cash,كمبوند تيجان 2,Basic,6500000.0,43333.33
"2,000,000 EGP",180.0,3.0,3 bathroom,1.0,2025.0,Broker,Side Street,Cash,Unknown,Basic,2000000.0,11111.11
"1,713,000 EGP",137.0,3.0,2 bathroom,,,EG-6603958,Main Street,Cash or Installments,مدينه بدر استلام,Basic,1713000.0,12503.65
"3,600,000 EGP",150.0,3.0,2 bathroom,5.0,2000.0,Developer,Side Street,Cash,El Batal Ahmed,Basic,3600000.0,24000.0
"4,716,000 EGP",128.0,2.0,2 bathroom,2.0,2026.0,Broker,Garden,Installments,Unknown,تقسيط,4716000.0,36843.75
"9,500,000 EGP",235.0,3.0,3 bathroom,2.0,2026.0,Broker,Side Street,Cash or Installments,الياسمين8فيلات التجمع الخامس,تشطيب,9500000.0,40425.53
"5,500,000 EGP",180.0,3.0,3 bathroom,3.0,2004.0,Developer,Main Street,Cash,El Dokki St,Basic,5500000.0,30555.56
"5,800,000 EGP",165.0,3.0,2 bathroom,7.0,1978.0,Developer,Main Street,Cash,Msadak St.,Basic,5800000.0,35151.52
"2,300,000 EGP",100.0,2.0,1 bathroom,5.0,2005.0,Developer,Main Street,Cash,Msadak St.,Basic,2300000.0,23000.0
"11,000,000 EGP",250.0,3.0,2 bathroom,7.0,1993.0,Broker,Main Street,Cash,Unknown,لوكس,11000000.0,44000.0
"8,286,766 EGP",96.0,1.0,1 bathroom,4.0,2025.0,Broker,Garden,Installments,Unknown,Basic,8286766.0,86320.48
"11,429,200 EGP",140.0,3.0,2 bathroom,3.0,2027.0,Broker,Garden,Installments,Madinaty 140M Garden,"View, Installment",11429200.0,81637.14
"7,700,000 EGP",134.0,3.0,2 bathroom,2.0,2025.0,Broker,Main Street,Cash,Address Compound At,Basic,7700000.0,57462.69
"8,400,000 EGP",232.0,4.0,2 bathroom,3.0,2025.0,Developer,Garden,Cash or Installments,المقصد في العاصمه,Basic,8400000.0,36206.9
"7,000,000 EGP",98.0,2.0,2 bathroom,4.0,2027.0,Broker,Garden,Installments,Noor City,Installment,7000000.0,71428.57
"3,650,000 EGP",130.0,3.0,1 bathroom,8.0,2001.0,Developer,Main Street,Cash,Alexandria,Basic,3650000.0,28076.92
"6,660,000 EGP",210.0,4.0,3 bathroom,3.0,2025.0,Developer,Garden,Cash,كمبوند هيليو اي,Basic,6660000.0,31714.29
"1,700,000 EGP",150.0,3.0,2 bathroom,2.0,2025.0,Developer,Side Street,Cash,Bait El Watan,Basic,1700000.0,11333.33
"6,225,000 EGP",251.0,4.0,3 bathroom,3.0,2025.0,Developer,Side Street,Cash or Installments,Sixth Neighborhood,Basic,6225000.0,24800.8
"3,665,000 EGP",99.0,2.0,2 bathroom,2.0,2027.0,Broker,Garden,Installments,New Capital Ri8,Basic,3665000.0,37020.2
"2,850,000 EGP",115.0,3.0,1 bathroom,12.0,2005.0,Developer,Main Street,Cash,شارع طريق الجيش,Basic,2850000.0,24782.61
"2,600,000 EGP",130.0,3.0,2 bathroom,4.0,2019.0,Broker,Main Street,Cash,El Andalus 1,Basic,2600000.0,20000.0
"2,800,000 EGP",205.0,3.0,3 bathroom,6.0,2025.0,Developer,Main Street,Cash,بيت الوطن الحي,بحر,2800000.0,13658.54
"1,300,000 EGP",140.0,3.0,2 bathroom,1.0,2025.0,Developer,Side Street,Cash,Bait El Watan,Basic,1300000.0,9285.71
"2,850,000 EGP",122.0,3.0,1 bathroom,3.0,2024.0,Developer,Main Street,Cash or Installments,كمبوند الياسمين جاردنز,Basic,2850000.0,23360.66
"4,950,000 EGP",125.0,3.0,2 bathroom,4.0,2025.0,Developer,Main Street,Cash,شارع جمال عبد,Basic,4950000.0,39600.0
"3,994,000 EGP",157.0,3.0,3 bathroom,1.0,2028.0,Developer,Corner,Installments,الحي الخامس,Basic,3994000.0,25439.49
"3,300,000 EGP",120.0,3.0,1 bathroom,3.0,2005.0,Broker,Main Street,Cash,شارع محمود عصمت,Basic,3300000.0,27500.0
"3,500,000 EGP",120.0,2.0,1 bathroom,2.0,1999.0,Developer,Main Street,Cash,Unknown,Basic,3500000.0,29166.67
"3,500,000 EGP",125.0,2.0,1 bathroom,1.0,2012.0,Developer,Other,Cash,Street 44,Basic,3500000.0,28000.0
"4,560,000 EGP",120.0,2.0,2 bathroom,,2028.0,Developer,Main Street,Cash or Installments,Ori Compound,Basic,4560000.0,38000.0
"10,100,000 EGP",100.0,2.0,2 bathroom,3.0,2027.0,Broker,Main Street,Cash or Installments,Unknown,Basic,10100000.0,101000.0
"5,800,000 EGP",165.0,3.0,2 bathroom,2.0,2012.0,Private Owner,Sea View,Cash,Unknown,,5800000.0,35151.52
"3,200,000 EGP",120.0,2.0,1 bathroom,1.0,2015.0,Developer,Other,Cash,Eighth Neighborhood,Basic,3200000.0,26666.67
"6,000,000 EGP",215.0,4.0,3 bathroom,1.0,2026.0,Developer,Garden,Cash or Installments,Fourth Neighborhood,Basic,6000000.0,27906.98
"6,000,000 EGP",161.0,3.0,3 bathroom,13.0,2027.0,Developer,Main Street,Cash,Unknown,Basic,6000000.0,37267.08
"7,000,000 EGP",112.0,3.0,2 bathroom,2.0,2024.0,Broker,Garden,Cash,The Address Compound,Super Lux,7000000.0,62500.0
"2,500,000 EGP",100.0,2.0,1 bathroom,10.0,2011.0,Developer,Main Street,Cash,شارع 14 مايو,Basic,2500000.0,25000.0
"3,000,000 EGP",142.0,3.0,2 bathroom,3.0,2025.0,Developer,Main Street,Cash or Installments,The C2 Verona,Basic,3000000.0,21126.76
"7,500,000 EGP",180.0,2.0,2 bathroom,2.0,2025.0,Broker,Garden,Cash,Hadayek El Mohandiseen,Basic,7500000.0,41666.67
"4,104,000 EGP",120.0,3.0,2 bathroom,2.0,2029.0,Broker,Garden,Installments,Tabeaa Residence Compound,Basic,4104000.0,34200.0
"11,976,090 EGP",173.0,3.0,3 bathroom,2.0,2026.0,Developer,Garden,Installments,كمبوند صن كابيتال,Basic,11976090.0,69225.95
"12,000,000 EGP",170.0,3.0,3 bathroom,3.0,2025.0,Broker,Main Street,Installments,Creek Town Il,Basic,12000000.0,70588.24
"13,000,000 EGP",165.0,3.0,3 bathroom,3.0,2025.0,Broker,Main Street,Installments,Creek Town Il,Basic,13000000.0,78787.88
"15,000,000 EGP",280.0,3.0,2 bathroom,4.0,2015.0,Developer,Main Street,Cash,Unknown,بحر,15000000.0,53571.43
"4,627,000 EGP",160.0,3.0,3 bathroom,3.0,2027.0,Developer,Side Street,Installments,بيت الوطن التجمع,Basic,4627000.0,28918.75
"10,000,000 EGP",140.0,2.0,3 bathroom,2.0,2025.0,Broker,Main Street,Installments,Creek Town Compound,Basic,10000000.0,71428.57
"9,500,000 EGP",290.0,4.0,3 bathroom,10.0,2020.0,Broker,Other,Cash,شارع شهاب,Basic,9500000.0,32758.62
"3,522,600 EGP",103.0,2.0,2 bathroom,2.0,2030.0,Broker,Garden,Cash or Installments,Tesla Residence Compound,Basic,3522600.0,34200.0
"9,000,000 EGP",128.0,2.0,2 bathroom,3.0,2025.0,Broker,Main Street,Installments,كمبوند كريك تاون,Basic,9000000.0,70312.5
"3,245,000 EGP",59.0,1.0,1 bathroom,2.0,2027.0,Broker,Pool,Installments,A Resort 59Sqm,Basic,3245000.0,55000.0
"2,800,000 EGP",215.0,3.0,3 bathroom,1.0,2026.0,Developer,Main Street,Installments,أكتوبر الجديدة –,Basic,2800000.0,13023.26
"6,000,000 EGP",225.0,3.0,3 bathroom,1.0,2025.0,Broker,Garden,Cash,Promenade Residence,Basic,6000000.0,26666.67
"15,594,000 EGP",153.0,3.0,3 bathroom,2.0,2025.0,Developer,Garden,Installments,جاليريا ريزيدنس,Basic,15594000.0,101921.57
"3,650,000 EGP",125.0,3.0,3 bathroom,2.0,2026.0,Broker,Garden,Cash,Bloomfields Compound,Basic,3650000.0,29200.0
"3,060,000 EGP",68.0,1.0,1 bathroom,1.0,2028.0,Broker,Back,Installments,Unknown,Pool,3060000.0,45000.0
"7,400,000 EGP",270.0,4.0,3 bathroom,9.0,2025.0,Broker,Other,Cash,شارع جامعة الدول,Basic,7400000.0,27407.41
"4,230,000 EGP",141.0,3.0,2 bathroom,2.0,2025.0,Developer,Garden,Cash or Installments,The Heart Of,Basic,4230000.0,30000.0
"1,250,000 EGP",165.0,3.0,3 bathroom,5.0,2013.0,Broker,Side Street,Cash,شارع الملك فيصل,Basic,1250000.0,7575.76
"2,150,000 EGP",130.0,3.0,2 bathroom,4.0,2025.0,Broker,Other,Cash,شارع أحمد عرابي,Basic,2150000.0,16538.46
"7,500,000 EGP",225.0,3.0,3 bathroom,3.0,2022.0,Broker,Other,Cash,شارع لبنان,Basic,7500000.0,33333.33
"5,900,000 EGP",236.0,3.0,3 bathroom,2.0,2027.0,Developer,Garden,Installments,الحي الثاني,Basic,5900000.0,25000.0
"4,000,000 EGP",201.0,3.0,3 bathroom,1.0,2025.0,Broker,Main Street,Cash or Installments,الحي الثامن,Basic,4000000.0,19900.5
"7,173,721 EGP",188.0,4.0,3 bathroom,1.0,2029.0,Broker,Garden,Installments,Unknown,,7173721.0,38158.09
"3,500,000 EGP",109.0,2.0,1 bathroom,1.0,2022.0,Developer,Garden,Cash or Installments,The Heart Of,Installment,3500000.0,32110.09
"3,615,000 EGP",73.0,1.0,1 bathroom,1.0,2028.0,Broker,Other,Installments,Unknown,View,3615000.0,49520.55
"5,740,000 EGP",176.0,3.0,3 bathroom,1.0,2025.0,Broker,Garden,Cash,Badya Compound,Basic,5740000.0,32613.64
"8,000,000 EGP",180.0,3.0,3 bathroom,2.0,2026.0,Broker,Garden,Cash,Lagoon Beach Park,View,8000000.0,44444.44
"4,799,483 EGP",86.0,1.0,1 bathroom,1.0,2028.0,Broker,Pool,Installments,The Heart Of,Basic,4799483.0,55807.94
"3,128,000 EGP",68.0,1.0,1 bathroom,1.0,2028.0,Broker,Back,Installments,Unknown,Basic,3128000.0,46000.0
"2,000,000 EGP",140.0,3.0,2 bathroom,,,EG-6598957,Corner,Cash or Installments,Unknown,Basic,2000000.0,14285.71
"5,740,000 EGP",176.0,4.0,3 bathroom,2.0,2025.0,Broker,Garden,Cash,Badya Compound,Basic,5740000.0,32613.64
"3,000,000 EGP",160.0,3.0,2 bathroom,2.0,2026.0,Broker,Main Street,Cash or Installments,Unknown,,3000000.0,18750.0
"3,600,000 EGP",150.0,3.0,2 bathroom,8.0,2025.0,Developer,Side Street,Cash,Sidi Bishr,Basic,3600000.0,24000.0
"3,335,000 EGP",175.0,3.0,3 bathroom,3.0,2024.0,Developer,Main Street,Cash or Installments,كمبوند الياسمين جاردنز,Basic,3335000.0,19057.14
"6,500,000 EGP",190.0,3.0,2 bathroom,5.0,2012.0,Broker,Side Street,Cash,Unknown,Basic,6500000.0,34210.53
"4,070,000 EGP",215.0,3.0,3 bathroom,1.0,2026.0,Developer,Side Street,Cash or Installments,بيت الوطن التكميلي,Basic,4070000.0,18930.23
"8,300,000 EGP",200.0,2.0,3 bathroom,2.0,2025.0,Broker,Other,Cash,Unknown,Finished,8300000.0,41500.0
"1,700,000 EGP",150.0,3.0,2 bathroom,,,EG-6602125,Garden,Cash,Mariouteya,Basic,1700000.0,11333.33
"5,250,000 EGP",190.0,3.0,2 bathroom,1.0,2025.0,Broker,Main Street,Cash,Neighborhood 5Th,Basic,5250000.0,27631.58
"6,000,000 EGP",175.0,3.0,2 bathroom,9.0,2009.0,Private Owner,Main Street,Cash,Unknown,Basic,6000000.0,34285.71
"6,550,000 EGP",130.0,3.0,2 bathroom,2.0,2025.0,Developer,Garden,Cash,Unknown,فيو,6550000.0,50384.62
"5,500,000 EGP",260.0,4.0,3 bathroom,,,EG-6603187,Side Street,Installments,Unknown,Basic,5500000.0,21153.85
"4,340,000 EGP",230.0,4.0,2 bathroom,1.0,2026.0,Developer,Main Street,Cash or Installments,بيت الوطن التكميلي,Basic,4340000.0,18869.57
"4,100,000 EGP",125.0,2.0,3 bathroom,2.0,2026.0,Broker,Other,Installments,Unknown,Basic,4100000.0,32800.0
"1,900,000 EGP",165.0,3.0,2 bathroom,,,EG-6602119,Garden,Cash,Mariouteya,Basic,1900000.0,11515.15
"15,067,000 EGP",180.0,3.0,3 bathroom,4.0,2026.0,Broker,Garden,Installments,Mar Ville Compound,Basic,15067000.0,83705.56
"9,500,000 EGP",109.0,1.0,2 bathroom,6.0,2025.0,Broker,Other,Cash,Unknown,Finished,9500000.0,87155.96
"6,250,000 EGP",245.0,3.0,3 bathroom,2.0,2027.0,Private Owner,Main Street,Cash or Installments,Sixth Neighborhood,Basic,6250000.0,25510.2
"2,500,000 EGP",125.0,3.0,1 bathroom,10.0,2006.0,Broker,Side Street,Cash,Unknown,Basic,2500000.0,20000.0
"8,250,000 EGP",210.0,3.0,2 bathroom,2.0,2025.0,Broker,Other,Cash,Banafseg Villas –,View,8250000.0,39285.71
"6,105,780 EGP",89.0,1.0,1 bathroom,1.0,2026.0,Broker,Garden,Cash or Installments,One Of The,Sea,6105780.0,68604.27
"3,500,000 EGP",120.0,2.0,1 bathroom,2.0,1999.0,Developer,Main Street,Cash,Unknown,تشطيب,3500000.0,29166.67
"8,500,000 EGP",182.0,3.0,4 bathroom,5.0,2025.0,Broker,Other,Cash,Unknown,Basic,8500000.0,46703.3
"17,000,000 EGP",204.0,3.0,3 bathroom,3.0,2025.0,Broker,Other,Cash,Unknown,"View, Finished",17000000.0,83333.33
"2,700,000 EGP",80.0,2.0,1 bathroom,16.0,2014.0,Broker,Side Street,Cash,Unknown,Basic,2700000.0,33750.0
"15,494,795 EGP",223.0,3.0,3 bathroom,3.0,2027.0,Broker,Other,Installments,City Gate –,Finished,15494795.0,69483.39
"6,300,000 EGP",165.0,3.0,3 bathroom,2.0,2025.0,Broker,Lake,Cash,The Square,Basic,6300000.0,38181.82
"10,000,000 EGP",200.0,3.0,3 bathroom,2.0,2025.0,Broker,Other,Cash,Unknown,Basic,10000000.0,50000.0
"9,942,000 EGP",168.0,3.0,3 bathroom,3.0,2027.0,Broker,Other,Installments,Taj City –,Basic,9942000.0,59178.57
"7,250,000 EGP",134.0,2.0,2 bathroom,3.0,2023.0,Developer,Other,Cash,كمبوند ماونتن فيو,فيو,7250000.0,54104.48
"5,400,000 EGP",165.0,3.0,3 bathroom,1.0,2026.0,Broker,Side Street,Cash or Installments,Unknown,Basic,5400000.0,32727.27
"4,400,000 EGP",175.0,3.0,2 bathroom,2.0,2023.0,Broker,Garden,Cash,Unknown,Super Lux,4400000.0,25142.86
"2,250,000 EGP",109.0,2.0,1 bathroom,3.0,2025.0,Developer,Pool,Cash,ميني كمبوند جدران,Basic,2250000.0,20642.2
"3,000,000 EGP",117.0,2.0,1 bathroom,1.0,2026.0,Broker,Garden,Cash or Installments,The Estates Residences,Basic,3000000.0,25641.03
"3,950,000 EGP",130.0,3.0,2 bathroom,1.0,2025.0,Broker,Garden,Cash,Dar Misr El,Basic,3950000.0,30384.62
"11,700,000 EGP",200.0,3.0,3 bathroom,2.0,2022.0,Developer,Pool,Cash or Installments,El Patio Oro,Basic,11700000.0,58500.0
"6,115,000 EGP",190.0,3.0,3 bathroom,2.0,2026.0,Broker,Garden,Cash or Installments,Second Neighborhood,Basic,6115000.0,32184.21
"5,612,000 EGP",164.0,3.0,3 bathroom,3.0,2025.0,Broker,Garden,Cash or Installments,Unknown,Basic,5612000.0,34219.51
"5,250,000 EGP",155.0,3.0,3 bathroom,1.0,2025.0,Broker,Club,Cash,Mountain View Icity,View,5250000.0,33870.97
"4,547,000 EGP",161.0,3.0,3 bathroom,2.0,2025.0,Broker,Side Street,Cash or Installments,Hay El Orchid,Basic,4547000.0,28242.24
"5,740,000 EGP",176.0,3.0,3 bathroom,1.0,2025.0,Broker,Garden,Installments,Badya Compound,Basic,5740000.0,32613.64
"2,150,000 EGP",110.0,2.0,1 bathroom,4.0,2017.0,Broker,Other,Cash,Abo El Hawl,Basic,2150000.0,19545.45
"3,663,000 EGP",111.0,2.0,1 bathroom,1.0,2027.0,Broker,Main Street,Installments,Ojayed Reflect Compound,Basic,3663000.0,33000.0
"3,700,000 EGP",175.0,3.0,1 bathroom,3.0,2025.0,Broker,Other,Cash,شارع دمشق,Basic,3700000.0,21142.86
"4,180,000 EGP",190.0,3.0,3 bathroom,4.0,2027.0,Broker,Garden,Cash or Installments,Second Neighborhood,Basic,4180000.0,22000.0
